ringnr year island stage age nestling_age cohort FROH sex damringnr sireringnr first_island last_island first_year last_year first_stage first_age last_age type first_DNA_nestage Fhat2
8M31290 2011 27 a 2 NA 2009 0.0267971657617129 f 8L89379 8L19936 27 27 2009 2011 j 0 2 obs NA 0.0332224
8M31338 2011 27 a 2 NA 2009 0.00393045560289857 f 8L64933 8668491 27 27 2009 2011 n 0 2 capt 5 -0.0634118
8M31352 2011 27 a 2 NA 2009 0.0174657216185422 m 8L52931 8L30780 26 27 2009 2011 n 0 2 capt 9 0.0553444
8M31372 2011 27 a 2 NA 2009 0.00448787996167254 m 8L30599 M0023 27 27 2009 2011 n 0 2 capt 6 0.0217583
8M31382 2011 27 a 2 NA 2009 0.0101706727012022 f 8309128 8L52954 27 27 2009 2012 n 0 3 capt 11 0.0378821
8M31398 2011 27 a 2 NA 2009 0.00475161906315196 f F0006 8L19877 27 27 2009 2011 n 0 2 obs 5 0.0465449
8M31939 2011 27 a 2 NA 2009 0.0171225413911598 m 8981276 8939764 27 27 2010 2011 a 1 2 capt NA 0.0501202
8M71083 2011 23 a 1 NA 2010 0.0104702135419144 m 8L64820 8L64373 23 23 2010 2011 j 0 1 obs NA 0.0346559
8M71310 2011 27 a 1 NA 2010 0.0113525831390911 m 8L48344 8L89664 27 27 2010 2013 j 0 3 capt NA 0.0264676
8M71633 2011 23 j 0 NA 2011 0.0640296154342759 m F0151 8L89987 23 23 2011 2011 n 0 0 obs 10 0.0756647
8M72249 2011 23 a 1 NA 2010 0.0115870329974018 f 8M31084 M0011 23 23 2010 2011 n 0 1 obs 7 0.0263331
8M72877 2011 27 a 2 NA 2009 0.11673904031858 f NA NA 27 27 2010 2011 a 1 2 obs NA 0.0802897
8N06323 2011 27 n 0 5 2011 0.00313377912784653 f 8L89516 8M72878 27 27 2011 2011 n 0 0 nest 5 0.015573
8N06324 2011 27 n 0 5 2011 0 f 8L89516 8M72878 27 27 2011 2011 n 0 0 nest 5 0.00221415
8N06329 2011 27 n 0 6 2011 0.00287420802384819 f 8L26579 8L89389 27 27 2011 2011 n 0 0 nest 6 0.0427675
8N06330 2011 27 n 0 6 2011 0.00787565776210248 m 8L26579 8L89389 27 27 2011 2012 n 0 1 nest 6 0.0329836
8N06331 2011 27 n 0 6 2011 0.011483059581977 f 8L26579 8L89389 27 27 2011 2011 n 0 0 nest 6 0.039245
8N06332 2011 27 j 0 NA 2011 0.00378058891086148 f 8M31374 8L89637 27 27 2011 2011 j 0 0 capt NA 0.00426285
8L89304 2011 34 a 3 NA 2008 0.0241338380234631 f F0188 8L57791 34 34 2008 2011 j 0 3 obs NA 0.0265747
8M31374 2011 27 a 2 NA 2009 0.0307218790419948 f 8L89434 8L89793 27 27 2009 2013 n 0 4 obs 5 0.0671483
8M71206 2011 27 a 2 NA 2009 0.00671139335702749 m 8L30847 8939199 27 27 2010 2011 a 1 2 obs NA 0.00837667
8M71520 2011 27 n 0 13 2011 0.0513808756872099 f 8M72931 8M31452 27 27 2011 2012 n 0 1 nest 13 0.0618215
8M72241 2011 34 a 1 NA 2010 0.00377078052548481 m F0134 8M31255 34 34 2010 2013 n 0 3 obs 7 0.0155482
8N06231 2011 34 n 0 12 2011 0.00537487059953472 f F0134 8M31255 34 34 2011 2011 n 0 0 nest 8 -0.0196388
8N06254 2011 34 n 0 NA 2011 0.00300335931536111 f 8N06456 8M72133 34 34 2011 2011 n 0 0 nest NA 0.0119487
8N06255 2011 34 n 0 NA 2011 0.00315000940064649 f 8N06456 M0207 34 34 2011 2011 n 0 0 nest NA -0.00108863
8N06256 2011 34 n 0 NA 2011 0.01220373805948 f 8L64142 M0207 34 34 2011 2011 n 0 0 nest NA 0.0356938
8N06257 2011 34 n 0 NA 2011 0.00594804953574398 f 8L64142 M0207 34 34 2011 2011 n 0 0 nest NA 0.0165623
8N06308 2011 27 n 0 10 2011 0.0101530832987888 m 8M72913 M0330 27 27 2011 2011 n 0 0 nest 7 0.0241252
8N06311 2011 27 n 0 10 2011 0.0415267329468875 m 8L89387 8M71098 27 27 2011 2012 n 0 1 nest 7 0.0660821
8N06317 2011 27 n 0 11 2011 0.0183137052364999 m 8M71086 8M72906 27 27 2011 2011 n 0 0 nest 8 0.0502346
8N06333 2011 27 n 0 7 2011 0 m 8M31382 8M31939 27 27 2011 2012 n 0 1 nest 11 0.0172791
8N06337 2011 27 n 0 8 2011 0.00382577997050689 f 8M72675 8M72924 27 27 2011 2011 n 0 0 nest 8 0.0266509
8N06338 2011 27 n 0 8 2011 0 m 8M72675 8M72924 27 27 2011 2011 n 0 0 nest 8 0.0294703
8N06339 2011 27 n 0 8 2011 0 f 8M72675 8M72924 27 27 2011 2011 n 0 0 nest 8 -0.0181391
8L30446 2011 26 a 6 NA 2005 0.0200975628540816 m 8747604 8934027 26 26 2005 2011 n 0 8 capt 17 0.0275782
8L64271 2011 27 a 3 NA 2008 0 m 8939749 8981005 27 27 2008 2011 j 0 3 obs NA 0.0363854
8M31524 2011 26 a 2 NA 2009 0 f NA NA 30 26 2009 2010 j 0 2 capt NA -0.00331104
8M71280 2011 26 a 1 NA 2010 0.0121481270061319 m 8L89626 M0205 26 26 2010 2010 j 0 1 capt NA -0.0435965
8M71594 2011 26 n 0 14 2011 0.0504708251502404 f 8816947 8M31504 26 26 2011 2011 n 0 0 nest 6 0.0980167
8M71595 2011 26 j 0 NA 2011 0.0031051241451641 m 8L89894 8L49963 26 26 2011 2011 n 0 0 capt 6 0.0155985
8M72618 2011 26 a 2 NA 2009 0.0962110864202565 f 8L89296 8L89254 26 26 2010 2010 a 1 2 capt NA 0.120095
8M71407 2011 20 n 0 7 2011 0.110992866834746 f 8M72656 8M72654 20 20 2011 2012 n 0 1 nest 7 0.125654
8M71597 2011 20 n 0 15 2011 0.00369179244278631 m 8309291 8M72965 20 20 2011 2011 n 0 0 nest 6 0.0326275
8M71598 2011 20 n 0 15 2011 0.00321878135908431 m 8309291 8M72965 20 20 2011 2011 n 0 0 nest 6 0.0425819
8M71599 2011 20 n 0 17 2011 0.291279597878852 f 8M72891 8M72659 20 20 2011 2011 n 0 0 nest 7 0.294755
8M71601 2011 24 n 0 NA 2011 0.0101254589893965 m 8M72326 8L52239 24 24 2011 2011 n 0 0 nest 10 0.0354973
8M71669 2011 24 n 0 NA 2011 0.0174182653428744 f F0167 M0227 24 24 2011 2011 n 0 0 nest 8 0.0373277
8N06265 2011 24 n 0 11 2011 0.00320596023639794 f 8M72327 M0351 24 23 2011 2013 n 0 2 nest 11 0.00877146
8N06266 2011 24 n 0 12 2011 0.00557055128562335 m 8L89909 8L19688 24 24 2011 2011 n 0 0 nest 12 0.00533361
8N06268 2011 24 n 0 12 2011 0.0320534862807192 m 8L89909 8L19688 24 24 2011 2011 n 0 1 nest 12 0.014755
8N06269 2011 24 n 0 12 2011 0.0283394380905135 f 8L89909 8L19688 24 24 2011 2011 n 0 0 nest 12 0.0155823
8N06270 2011 24 n 0 12 2011 0.0492521389302291 f F0033 8N06029 24 24 2011 2011 n 0 0 nest 12 0.0694155
8N06271 2011 24 n 0 12 2011 0.0301832106718857 f F0033 8N06029 24 24 2011 2011 n 0 0 nest 12 0.0390137
8N06305 2011 20 n 0 12 2011 0.0263213571362233 f 8L30920 M0016 20 20 2011 2012 n 0 1 nest 5 0.0142477
8N06306 2011 20 n 0 12 2011 0.0141278125488437 m 8L30920 M0016 20 20 2011 2012 n 0 1 nest 5 0.0151631
8N06340 2011 20 n 0 7 2011 0.229046185489479 f 8M72656 8M72654 20 20 2011 2012 n 0 1 nest 7 0.223793
8N06341 2011 20 n 0 10 2011 0.281011373649648 f 8L89822 8M72968 20 20 2011 2011 n 0 0 nest 10 0.221022
8N06342 2011 20 n 0 10 2011 0.15219759932406 m 8L89822 8M72968 20 20 2011 2011 n 0 0 nest 10 0.166034
8N06343 2011 20 n 0 10 2011 0.142402805243522 f 8L89822 8M72965 20 20 2011 2011 n 0 0 nest 10 0.233633
8N06344 2011 20 n 0 10 2011 0.15435068715328 f 8L89822 8M72968 20 20 2011 2011 n 0 0 nest 10 0.16617
8N06345 2011 20 n 0 10 2011 0.269362500254837 m 8L89822 8M72965 20 20 2011 2011 n 0 0 nest 10 0.265897
8N06346 2011 20 n 0 10 2011 0.220743036159643 m 8L89822 8M72968 20 20 2011 2011 n 0 0 nest 10 0.183562
8N06347 2011 20 n 0 6 2011 0.0811076453305969 f 8L89282 8N05851 20 26 2011 2015 n 0 4 nest 6 0.0973573
8N06348 2011 20 n 0 7 2011 0.0108073116642769 f 8L89817 8M71253 20 20 2011 2011 n 0 0 nest 7 0.024251
8N06349 2011 20 n 0 7 2011 0.00309158947943071 f 8L89817 8M71253 20 20 2011 2011 n 0 0 nest 7 -0.0396054
8N06350 2011 20 n 0 7 2011 0 m 8L89817 8M71253 20 20 2011 2011 n 0 0 nest 7 0.0307849
8943486 2011 27 a 8 NA 2003 0.0571359967743324 m F0390 8800517 27 27 2004 2012 a 1 9 obs NA 0.121612
8L89371 2011 27 a 4 NA 2007 0.0064901383820468 m 8981267 8981822 27 27 2008 2012 a 1 5 obs NA 0.0328705
8L89430 2011 27 a 3 NA 2008 0.00295512154016568 m 8816408 8309288 27 27 2008 2011 j 0 3 obs NA -0.0219473
8L89503 2011 27 a 3 NA 2008 0.0129941851904707 f 8L30599 8668491 27 27 2008 2011 j 0 3 obs NA 0.0149826
8L89516 2011 27 a 3 NA 2008 0.0481265530887353 f 8981009 8L89508 27 27 2008 2011 j 0 3 obs NA 0.0884166
8L89669 2011 27 a 2 NA 2009 0.0214827424517339 m 8L89754 8L89354 27 27 2009 2012 j 0 3 obs NA 0.0491862
8L89690 2011 27 a 2 NA 2009 0.0137924473167384 f 8L89202 8L89268 27 27 2009 2011 j 0 2 obs NA 0.0334657
8L89741 2011 27 a 3 NA 2008 0.0593923784541713 f 8L52428 8939391 27 27 2008 2011 j 0 3 obs NA 0.0893769
8M31476 2011 27 a 2 NA 2009 0.00827142497944316 f 8L89384 8943486 27 27 2009 2013 n 0 4 obs 5 0.0217778
8M31547 2011 27 a 2 NA 2009 0.0762459254426798 f 8L26578 8L52965 28 27 2009 2011 j 0 2 obs NA 0.104121
8M31713 2011 27 a 2 NA 2009 0.00544599838263576 f 8M31552 8L89334 28 27 2009 2011 j 0 2 obs NA 0.0234683
8M31922 2011 27 a 2 NA 2009 0.0196397626959695 m NA NA 27 27 2010 2012 a 1 3 obs NA 0.0297674
8M31941 2011 27 a 2 NA 2009 0.0779070083518515 f 8L89741 8939764 27 27 2010 2011 a 1 2 obs NA 0.127146
8M71256 2011 27 a 2 NA 2009 0.0928538097535672 m 8L48448 8L89514 27 27 2010 2011 a 1 2 obs NA 0.122014
8M71269 2011 27 a 2 NA 2009 0.0375555827381478 m 8L89517 8L89352 27 27 2010 2011 a 1 2 obs NA 0.0706693
8M71321 2011 27 a 1 NA 2010 0.0031990060232094 f F0235 NA 27 27 2010 2011 j 0 1 obs NA 0.0186181
8M71411 2011 27 a 1 NA 2010 0.0120153853472236 m 8M31463 8L19877 27 27 2010 2011 j 0 1 obs NA 0.0319571
8M71522 2011 27 j 0 NA 2011 0 m 8M31923 8M31922 27 27 2011 2012 n 0 1 obs 6 0.0145408
8M71682 2011 34 j 0 NA 2011 0.0126968755875404 f 8M31253 8L57907 34 34 2011 2011 n 0 0 obs 11 0.031223
8M72095 2011 34 a 1 NA 2010 0.0130813960073302 m 8M31192 8M72309 34 34 2010 2011 n 0 1 obs 10 -0.00940002
8M72605 2011 27 a 1 NA 2010 0.0406873571498146 f 8M31476 8L64271 27 27 2010 2011 j 0 1 obs NA 0.10251
8M72660 2011 27 a 1 NA 2010 0.0083495636061333 m 8L26591 8L89337 27 27 2010 2011 n 0 1 obs 5 0.014166
8M72668 2011 27 a 1 NA 2010 0.00414322734387565 m 8M31290 8L89268 27 27 2010 2011 j 0 1 obs NA 0.0260232
8M72675 2011 27 a 1 NA 2010 0 f 8M31925 8L89639 27 27 2010 2011 j 0 1 obs NA 0.00318548
8M72878 2011 27 a 2 NA 2009 0 m F0416 M0377 27 27 2010 2013 a 1 4 obs NA -0.00206147
8M72924 2011 27 a 1 NA 2010 0.00702776475278565 m 8M31382 8309277 27 27 2010 2011 n 0 1 obs 5 0.0362548
8M73000 2011 27 a 1 NA 2010 0.0155200143161653 m F0235 8L89354 27 27 2010 2011 j 0 1 obs NA 0.0329002
8N06229 2011 34 j 0 NA 2011 0.0526739742535547 f 8M72250 M0105 34 34 2011 2011 n 0 2 capt 11 0.0500207
8N06272 2011 34 n 0 11 2011 0.00375474279604674 m 8M31984 M0138 34 34 2011 2012 n 0 1 nest 11 -0.00672016
8N06273 2011 34 n 0 11 2011 0.00673354716972584 f 8M31984 M0138 34 34 2011 2011 n 0 0 nest 11 0.0174881
8N06302 2011 27 n 0 16 2011 0 f 8L89503 8939196 27 27 2011 2011 n 0 0 nest 7 -0.00446544
8N06303 2011 27 n 0 16 2011 0.00455536074697764 m 8L89503 8939196 27 27 2011 2011 n 0 0 nest 7 -0.00962787
8N06337 2011 27 n 0 11 2011 0.00382577997050689 f 8M72675 8M72924 27 27 2011 2011 n 0 0 nest 8 0.0266509
8N06338 2011 27 n 0 11 2011 0 m 8M72675 8M72924 27 27 2011 2011 n 0 0 nest 8 0.0294703
8N06352 2011 27 n 0 11 2011 0.0793950287569174 f 8M31398 8M31262 27 27 2011 2011 n 0 0 nest 11 0.111606
8N06353 2011 27 n 0 7 2011 0.00294418054677784 m 8L89848 8L89366 27 27 2011 2011 n 0 0 nest 7 0.0348817
8N06354 2011 27 n 0 7 2011 0 m 8L89848 8L89366 27 27 2011 2011 n 0 0 nest 7 0.0339605
8M71553 2011 27 n 0 NA 2011 0.00319961763153543 m 8M31591 8M31286 27 27 2011 2011 n 0 0 nest 7 0.0105728
8M71685 2011 23 j 0 NA 2011 0.0100990805488165 f 8M72052 M0101 23 23 2011 2011 n 0 0 capt 11 0.0102053
8N06276 2011 23 n 0 11 2011 0.0275387974874224 m NA 8L57902 23 23 2011 2011 n 0 0 nest 11 0.0502549
8N06277 2011 23 j 0 NA 2011 0.0451003377437089 f F0210 M0191 23 23 2011 2011 j 0 0 capt NA 0.030542
8N06323 2011 27 n 0 10 2011 0.00313377912784653 f 8L89516 8M72878 27 27 2011 2011 n 0 0 nest 5 0.015573
8N06329 2011 27 n 0 11 2011 0.00287420802384819 f 8L26579 8L89389 27 27 2011 2011 n 0 0 nest 6 0.0427675
8N06330 2011 27 n 0 11 2011 0.00787565776210248 m 8L26579 8L89389 27 27 2011 2012 n 0 1 nest 6 0.0329836
8N06331 2011 27 n 0 11 2011 0.011483059581977 f 8L26579 8L89389 27 27 2011 2011 n 0 0 nest 6 0.039245
8N06333 2011 27 n 0 11 2011 0 m 8M31382 8M31939 27 27 2011 2012 n 0 1 nest 11 0.0172791
8N06355 2011 27 n 0 5 2011 0.00839906990230123 f 8L89634 8L89337 27 27 2011 2012 n 0 1 nest 5 0.00657698
8N06356 2011 27 n 0 5 2011 0 m 8L89634 8L89337 27 27 2011 2011 n 0 0 nest 5 -0.00382652
8N06357 2011 27 n 0 5 2011 0 f 8M72972 8M71310 27 27 2011 2011 n 0 0 nest 5 0.0173862
8N06358 2011 27 n 0 5 2011 0.00306747625487305 m 8M72972 8M71310 27 27 2011 2011 n 0 0 nest 5 0.039754
8N06359 2011 27 n 0 5 2011 0 f 8M72972 8M71310 27 27 2011 2013 n 0 2 nest 5 0.026577
X000140 2011 27 n 0 5 2011 0.0125207550418046 m 8L89634 8L89337 27 27 2011 2011 n 0 0 nest 5 -0.0294143
8L52680 2011 35 a 5 NA 2006 0.0403929923277133 f F0036 M0157 35 35 2006 2013 n 0 7 obs 11 0.0629437
8L57903 2011 35 a 1 NA 2010 0.0252125338932947 f 8L89974 M0005 35 35 2010 2012 n 0 2 obs 13 0.0513874
8L57904 2011 35 a 1 NA 2010 0.0201629143363257 m 8L89974 M0005 35 35 2010 2011 n 0 1 obs 13 0.0612575
8L64829 2011 35 a 3 NA 2008 0.053826402904913 f F0103 8L19588 35 35 2008 2011 n 0 3 obs 8 0.0925842
8M31085 2011 35 a 2 NA 2009 0.041185364892323 f 8L30972 8904676 35 35 2009 2013 j 0 4 obs NA 0.0698672
8M31740 2011 35 a 2 NA 2009 0.00678053907610899 m NA NA 35 35 2009 2011 pj 0 2 obs NA -0.0238116
8M31741 2011 35 a 3 NA 2008 0.0529214491039938 m 8L52638 NA 35 35 2009 2011 pa 1 3 obs NA 0.0898983
8M31748 2011 35 a 2 NA 2009 0.0616577077372984 m 8L64829 8L64178 35 35 2009 2011 pj 0 2 obs NA 0.0881319
8M71704 2011 35 j 0 NA 2011 0.0432693636328629 f 8M72113 8L89976 35 35 2011 2011 n 0 0 obs 13 0.0964029
8M71705 2011 35 j 0 NA 2011 0.0272701428671745 m 8M31085 8L64827 35 34 2011 2013 n 0 2 obs 14 0.0620894
8M71708 2011 35 j 0 NA 2011 0.0803371321006028 f 8M31085 8L64827 35 35 2011 2011 n 0 0 obs 14 0.139037
8M71711 2011 35 n 0 NA 2011 0.102295796438627 m 8M72174 M0210 35 35 2011 2011 n 0 0 nest 10 0.176021
8M71713 2011 35 n 0 NA 2011 0.305968391175624 f 8M72174 M0210 35 35 2011 2011 n 0 0 nest 10 0.310845
8M72100 2011 35 a 1 NA 2010 0 m 8M31192 8M72309 34 34 2010 2012 n 0 2 obs 10 -0.0239234
8N06278 2011 35 n 0 13 2011 0.0736946126367341 f F0149 M0093 35 35 2011 2011 n 0 0 nest 13 0.119232
8N06279 2011 35 n 0 13 2011 0.0212299443436423 f F0149 M0093 35 35 2011 2011 n 0 0 nest 13 0.0892715
8M71614 2011 23 j 0 NA 2011 0.00375151486321493 m F0153 8M72235 23 23 2011 2012 n 0 1 capt 9 0.00437236
8M71691 2011 23 j 0 NA 2011 0.00290675917808902 f F0114 8L64824 23 23 2011 2014 n 0 3 capt 11 -0.00572016
8N06280 2011 23 j 0 NA 2011 0.00444959781089524 f F0302 M0053 23 23 2011 2013 j 0 2 capt NA 0.0122869
8N06281 2011 23 j 0 NA 2011 0.0614336778726903 f F0014 8L64373 23 23 2011 2012 j 0 1 capt NA 0.0456299
8N06282 2011 23 j 0 NA 2011 0.00406337847908866 f 8L64820 8L64373 23 23 2011 2011 j 0 0 capt NA -0.0254395
8N06283 2011 23 j 0 NA 2011 0.00396921344904057 f 8L64820 8L64373 23 23 2011 2011 j 0 0 capt NA 0.0265698
8N06284 2011 23 j 0 NA 2011 0.00364836825163832 m 8L57941 8M72277 23 23 2011 2011 j 0 0 capt NA -0.0196975
8N06285 2011 23 a 1 NA 2010 0 f 8L64820 8L64373 23 23 2011 2011 a 1 1 capt NA -0.00806959
8M71314 2011 27 a 1 NA 2010 0.0358072890121166 m 8M72909 8M31632 27 27 2010 2011 j 0 1 capt NA 0.0451305
8M71407 2011 20 n 0 12 2011 0.110992866834746 f 8M72656 8M72654 20 20 2011 2012 n 0 1 nest 7 0.125654
8M71554 2011 27 j 0 NA 2011 0.00717465268575338 m 8M31370 8L89354 27 27 2011 2011 n 0 0 capt 7 0.0304699
8M72313 2011 34 a 1 NA 2010 0.00787000604812678 f 8L89304 8M31269 34 34 2010 2011 j 0 1 obs NA -0.0186314
8M72664 2011 27 a 1 NA 2010 0.0270693314667953 m 8M31923 8M72881 27 27 2010 2011 n 0 1 capt 6 0.0490402
8N06206 2011 23 n 0 NA 2011 0.00651897458201101 m 8M72136 8M31165 23 23 2011 2011 n 0 0 nest 10 -0.000289134
8N06323 2011 27 n 0 13 2011 0.00313377912784653 f 8L89516 8M72878 27 27 2011 2011 n 0 0 nest 5 0.015573
8N06340 2011 20 n 0 12 2011 0.229046185489479 f 8M72656 8M72654 20 20 2011 2012 n 0 1 nest 7 0.223793
8N06347 2011 20 n 0 11 2011 0.0811076453305969 f 8L89282 8N05851 20 26 2011 2015 n 0 4 nest 6 0.0973573
8N06349 2011 20 n 0 12 2011 0.00309158947943071 f 8L89817 8M71253 20 20 2011 2011 n 0 0 nest 7 -0.0396054
8N06350 2011 20 n 0 12 2011 0 m 8L89817 8M71253 20 20 2011 2011 n 0 0 nest 7 0.0307849
8N06360 2011 27 a 1 NA 2010 0 m 8L89634 8L19974 27 27 2011 2011 a 1 1 capt NA 0.00839954
8M31706 2011 26 a 2 NA 2009 0.00621908263281528 f 8816949 8L49963 26 26 2009 2012 n 0 3 obs 5 -0.0158274
8M71247 2011 26 a 1 NA 2010 0.00658240063063614 m 8L19992 8M31528 26 26 2010 2012 n 0 2 obs 7 -0.00836666
8M72617 2011 26 a 1 NA 2010 0.0152820533730199 f 8L89704 8L48478 26 26 2010 2012 j 0 2 obs NA 0.0254236
8N06361 2011 26 n 0 5 2011 0.0077338778912651 m 8M71073 8M71247 26 26 2011 2011 n 0 0 nest 5 0.0306975
X000142 2011 26 n 0 5 2011 0.0600619763103708 f 8L89626 8M71276 26 26 2011 2011 n 0 0 nest 5 0.041991
8N06218 2011 24 n 0 NA 2011 0.0127376494759423 m F0088 8939804 24 24 2011 2011 n 0 0 nest 11 0.0295226
8N06367 2011 20 n 0 11 2011 0.00996052861081097 m 8L52527 8M71253 20 20 2011 2016 n 0 5 nest 11 0.0194505
8N06369 2011 20 n 0 12 2011 0.00793064588104445 m F0095 M0002 20 20 2011 2011 n 0 0 nest 12 0.0420012
8L19928 2011 38 a 4 NA 2007 0.125548465429406 f 8L30761 8943801 38 38 2007 2014 j 0 7 obs NA 0.0804663
8L52574 2011 38 a 5 NA 2006 0.0320441988950276 f 8800935 8981038 38 38 2006 2011 n 0 5 obs 7 -0.0330533
8M31640 2011 38 a 2 NA 2009 0.0104740530830723 m NA NA 38 38 2009 2012 j 0 3 obs NA 0.0222763
8N06223 2011 34 n 0 NA 2011 0.00908921326782328 m 8M72313 8M72095 34 34 2011 2011 n 0 0 nest 10 -0.0192175
8N06224 2011 34 n 0 NA 2011 0.0163195223112452 m 8M72313 8M72095 34 34 2011 2011 n 0 0 nest 10 -0.0259889
8L89376 2011 27 a 3 NA 2008 0.00580820642460568 f 8L19839 8981268 27 27 2008 2011 j 0 5 capt NA 0.00384495
8M71619 2011 23 j 0 NA 2011 0.0149745502979892 m 8M72048 8L64373 23 23 2011 2011 n 0 0 obs 9 0.0442601
8M71684 2011 23 j 0 NA 2011 0 f 8M72052 M0101 23 23 2011 2011 n 0 0 obs 11 0.0230741
8M71694 2011 23 j 0 NA 2011 0.0180371223601739 m F0208 8M72114 23 23 2011 2011 n 0 0 obs 9 0.0288735
8M72114 2011 23 a 1 NA 2010 0.016891942400087 m 8L89044 M0128 34 23 2010 2012 n 0 2 obs 11 0.0230731
8N06353 2011 27 n 0 15 2011 0.00294418054677784 m 8L89848 8L89366 27 27 2011 2011 n 0 0 nest 7 0.0348817
8N06354 2011 27 n 0 15 2011 0 m 8L89848 8L89366 27 27 2011 2011 n 0 0 nest 7 0.0339605
8N06355 2011 27 n 0 12 2011 0.00839906990230123 f 8L89634 8L89337 27 27 2011 2012 n 0 1 nest 5 0.00657698
8N06356 2011 27 n 0 12 2011 0 m 8L89634 8L89337 27 27 2011 2011 n 0 0 nest 5 -0.00382652
8N06359 2011 27 n 0 12 2011 0 f 8M72972 8M71310 27 27 2011 2013 n 0 2 nest 5 0.026577
8N06370 2011 27 n 0 6 2011 0 f 8M72919 8M72928 27 27 2011 2011 n 0 0 nest 6 0.0313422
8N06371 2011 27 n 0 6 2011 0 f 8M72919 8M72928 27 27 2011 2014 n 0 3 nest 6 0.0605307
8N06372 2011 27 n 0 6 2011 0.0200455761463692 f 8M72919 8M72928 27 27 2011 2011 n 0 0 nest 6 0.0512992
8N06374 2011 27 n 0 6 2011 0.0127343649127099 f 8M72666 8309141 27 27 2011 2011 n 0 0 nest 6 0.0290433
8N06375 2011 27 n 0 6 2011 0.00728638446605461 f 8M72666 8M71100 27 27 2011 2011 n 0 0 nest 6 0.0391107
8L57928 2011 23 a 1 NA 2010 0.0127109199268788 f 8L64372 M0227 24 23 2010 2011 j 0 1 obs NA 0.0547077
8M31084 2011 23 a 2 NA 2009 0 f 8L64862 M0182 35 23 2009 2011 j 0 2 obs NA 0.00571586
8M71656 2011 23 j 0 NA 2011 0.0564972058560365 m F0072 8L30500 23 23 2011 2015 n 0 4 obs 11 0.0291786
8M71659 2011 23 j 0 NA 2011 0.0361725550957167 f F0072 8L30500 23 24 2011 2011 n 0 0 obs 11 0.00216607
8M71660 2011 23 j 0 NA 2011 0.0211732006822831 m 8L19633 8L57916 23 23 2011 2011 n 0 0 capt 9 0.00414047
8M72245 2011 23 a 1 NA 2010 0 f 8M31084 M0011 23 23 2010 2011 n 0 1 capt 7 0.0023679
8N06286 2011 23 j 0 NA 2011 0.00612173497425582 f F0398 NA 23 23 2011 2011 j 0 0 capt NA 0.00217023
8N06287 2011 23 j 0 NA 2011 0.00423982748114774 m 8M31084 8L19661 23 23 2011 2011 j 0 0 capt NA -0.0268945
8N06288 2011 23 j 0 NA 2011 0.00319025096328311 m F0014 8L64373 23 23 2011 2012 j 0 1 capt NA 0.0219893
8N06289 2011 23 j 0 NA 2011 0.043100038735194 f F0014 8L64373 23 23 2011 2011 j 0 0 capt NA 0.0565744
8N06290 2011 23 j 0 NA 2011 0.00670194740621439 f F0192 M0180 23 23 2011 2012 j 0 1 capt NA 0.0247594
8N06291 2011 23 j 0 NA 2011 0.0307567633687387 m F0014 8L64373 23 24 2011 2012 j 0 1 capt NA 0.0436516
8N06292 2011 23 a 1 NA 2010 0.0178799163682245 f F0302 M0274 23 24 2011 2011 a 1 1 capt NA 0.0147054
8N06293 2011 23 a 1 NA 2010 0 f 8L57906 M0392 23 23 2011 2011 a 1 1 capt NA -0.00833392
8N06361 2011 26 n 0 9 2011 0.0077338778912651 m 8M71073 8M71247 26 26 2011 2011 n 0 0 nest 5 0.0306975
8N06378 2011 26 n 0 6 2011 0.00621191322410462 m 8M31706 8816955 26 26 2011 2011 n 0 0 nest 6 0.029715
8N06379 2011 26 n 0 6 2011 0 f 8L64202 8L49963 26 26 2011 2011 n 0 0 nest 6 0.00205006
8N06380 2011 26 n 0 6 2011 0.00907196364781327 f 8L64202 8L49963 26 26 2011 2011 n 0 0 nest 6 0.0254911
8L52954 2011 27 a 6 NA 2005 0.0102990764714277 m 8981801 8943486 27 27 2006 2011 a 1 6 obs NA 0.0258837
8L89354 2011 27 a 3 NA 2008 0 m 8939749 8981005 27 27 2008 2011 j 0 3 obs NA -0.0128838
8M31940 2011 27 a 2 NA 2009 0.0117414074693233 m 8L89754 8L89354 27 27 2010 2011 a 1 2 obs NA 0.0296647
8M31968 2011 27 a 2 NA 2009 0.0186750071920609 f F0408 M0372 27 27 2010 2011 a 1 2 capt NA 0.00727311
8M31973 2011 27 a 1 NA 2010 0.00393429514405641 f 8309291 8L89363 20 27 2010 2011 n 0 1 capt 6 0.036669
8M71100 2011 27 a 1 NA 2010 0.0251785556529598 m 8M31438 8L49960 26 27 2010 2011 j 0 1 obs NA 0.0312919
8M71289 2011 27 a 1 NA 2010 0.0152087736346977 f 8L89682 8M31544 28 26 2010 2011 j 0 1 capt NA -0.0270574
8M72059 2011 35 a 1 NA 2010 0.122393019510306 m F0358 M0326 35 35 2010 2012 n 0 2 obs 11 0.149869
8M72113 2011 35 a 1 NA 2010 0.00936511657934259 f 8L89044 M0128 34 35 2010 2011 n 0 1 capt 11 0.0335175
8M72297 2011 35 a 1 NA 2010 0.199055857961895 f 8L64829 8904676 35 35 2010 2011 n 0 1 capt 12 0.217382
8M72666 2011 27 a 1 NA 2010 0.0107414278562675 f 8M31561 8L89268 27 27 2010 2013 j 0 3 capt NA 0.00785105
