ringnr year island stage age nestling_age cohort FROH sex damringnr sireringnr first_island last_island first_year last_year first_stage first_age last_age type first_DNA_nestage Fhat2
8L49923 2007 27 n 0 NA 2007 0.0102378476823442 f 8981024 8939538 27 27 2007 2007 n 0 0 nest NA 0.0365151
8L52223 2007 23 a 2 NA 2005 0.0125421613332155 f NA NA 34 34 2006 2008 a 1 3 obs NA 0.0316404
8L52272 2007 23 a 1 NA 2006 0 f 8904654 M0215 23 23 2006 2007 n 0 1 obs 11 -0.0508711
8L57792 2007 35 n 0 6 2007 0.0133442743267212 f F0041 8857609 35 35 2007 2007 n 0 0 nest 6 0.028647
8L57793 2007 35 n 0 6 2007 0.00452019326823102 f F0041 8857609 35 35 2007 2007 n 0 0 nest 6 0.0529422
8L57794 2007 35 n 0 6 2007 0.0142670100734157 f F0041 8857609 35 35 2007 2007 n 0 0 nest 6 0.0380625
8L57795 2007 35 n 0 6 2007 0.017906759178089 f F0041 8857609 35 35 2007 2007 n 0 0 nest 6 0.0578882
8L57796 2007 35 n 0 6 2007 0.0408587207419036 m F0041 8857609 35 35 2007 2007 n 0 0 nest 6 0.0743607
8L57797 2007 35 n 0 6 2007 0.0153127470501224 f F0041 8857609 35 35 2007 2008 n 0 1 nest 6 0.0528828
8L57798 2007 35 n 0 5 2007 0.00896270095297638 m F0062 8934248 35 35 2007 2007 n 0 0 nest 5 0.0195599
8L57799 2007 35 n 0 5 2007 0.0207754287487626 m F0062 8934248 35 35 2007 2007 n 0 0 nest 5 0.012963
8L57800 2007 35 n 0 5 2007 0 f F0062 8934248 35 35 2007 2007 n 0 0 nest 5 0.0126771
8L57801 2007 35 n 0 5 2007 0.0149969759366102 f F0062 8934248 35 35 2007 2007 n 0 0 nest 5 0.0210867
8L57802 2007 35 n 0 5 2007 0.00799348297350377 m F0062 M0157 35 35 2007 2007 n 0 0 nest 5 0.0168897
8L57803 2007 35 a 1 NA 2006 0 m NA M0128 35 35 2007 2008 a 1 2 capt NA -0.00095017
8L57804 2007 35 n 0 4 2007 0.0698229054113746 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.150045
8L57806 2007 35 n 0 4 2007 0.0585392981001633 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.125079
8L57807 2007 35 n 0 7 2007 0.354827968169184 m F0103 8L52603 35 35 2007 2007 n 0 0 nest 7 0.322503
8L57808 2007 35 n 0 7 2007 0.0769724934818409 f F0103 8L52603 35 35 2007 2008 n 0 1 nest 7 0.102669
8L57809 2007 35 n 0 7 2007 0.224455725220236 f F0103 8L52603 35 35 2007 2007 n 0 0 nest 7 0.262899
8L57810 2007 35 n 0 7 2007 0.217678198881436 m F0103 8L52603 35 35 2007 2007 n 0 0 nest 7 0.244796
8L57811 2007 35 n 0 7 2007 0.117852393993553 m F0103 8L52603 35 35 2007 2010 n 0 3 nest 7 0.132016
8L57829 2007 35 n 0 4 2007 0.0588347955302757 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.115816
8L49924 2007 27 n 0 NA 2007 0.00359461467542852 f 8981276 8943486 27 27 2007 2007 n 0 0 nest NA 0.0419957
8L49926 2007 27 n 0 NA 2007 0.0165548782559649 m 8981276 8943486 27 27 2007 2007 n 0 0 nest NA 0.0405807
8L49927 2007 27 n 0 NA 2007 0.00970564650397885 m 8981276 8943486 27 27 2007 2007 n 0 0 nest NA 0.0433141
8L57812 2007 24 n 0 4 2007 0.0164815985176426 m NA NA 24 24 2007 2007 n 0 0 nest 4 -0.0212238
8L57814 2007 24 n 0 7 2007 0.0653964467821474 f F0087 M0050 24 23 2007 2009 n 0 2 nest 7 0.0749442
8L57815 2007 24 n 0 7 2007 0.0927188028786365 m F0087 M0050 24 24 2007 2014 n 0 7 nest 7 0.10824
8747878 2007 22 a 6 NA 2001 0.0100210551829275 m 8730444 M0056 22 22 2001 2007 j 0 6 capt NA 0.0347387
8L49928 2007 22 n 0 4 2007 0.0228256757705699 m 8L49930 8747878 22 22 2007 2007 n 0 0 nest 4 0.0202581
8L49929 2007 22 n 0 4 2007 0.0326515033106132 f 8L49930 8887462 22 22 2007 2007 n 0 0 nest 4 0.0704559
8L49930 2007 22 a 1 NA 2006 0 f 8934879 8800556 22 22 2007 2007 a 1 1 capt NA 0.00418972
8L49932 2007 22 n 0 4 2007 0.0370724121605857 f 8L49930 8747878 22 22 2007 2007 n 0 0 nest 4 0.0565024
8L49933 2007 22 n 0 4 2007 0.0569744868719405 f 8L49930 8887462 22 22 2007 2007 n 0 0 nest 4 0.0777386
8L49934 2007 22 a 1 NA 2006 0.00921096862902331 f 8934806 8934262 22 22 2007 2008 a 1 2 capt NA 0.0305709
8L49935 2007 22 n 0 NA 2007 0.00831338810625675 f 8L49934 M0017 22 22 2007 2009 n 0 2 nest NA 0.0357582
8L49936 2007 22 n 0 NA 2007 0 m 8L49934 8887455 22 22 2007 2007 n 0 0 nest NA 0.0289321
8L49937 2007 22 n 0 NA 2007 0 m 8L49934 M0017 22 22 2007 2007 n 0 0 nest NA 0.0409306
8L49938 2007 27 n 0 NA 2007 0.0118098169931976 m 8866789 8L19813 27 27 2007 2010 n 0 3 nest NA 0.0337474
8L49939 2007 27 n 0 NA 2007 0 m 8866789 8L19813 27 27 2007 2007 n 0 0 nest NA 0.0315817
8L49940 2007 27 n 0 NA 2007 0.00741840125583576 m 8866789 8L19813 27 27 2007 2007 n 0 0 nest NA 0.0288842
8981030 2007 20 a 2 NA 2005 0.0069660715944176 m F0271 M0249 20 20 2005 2007 j 0 2 capt NA 0.0180125
8L49941 2007 27 n 0 NA 2007 0.0895829510781296 f 8887286 8939607 27 27 2007 2007 n 0 0 nest NA 0.0789677
8L49942 2007 27 n 0 NA 2007 0.102780439406604 f 8887286 8939607 27 27 2007 2007 n 0 0 nest NA 0.0895568
8L49943 2007 20 n 0 NA 2007 0 f F0028 8981030 20 20 2007 2008 n 0 1 nest NA -0.00468943
8L49944 2007 20 n 0 NA 2007 0.00525808738750371 f F0028 8981030 20 20 2007 2007 n 0 0 nest NA -0.0034797
8L49945 2007 20 n 0 NA 2007 0.00345155495753853 m F0028 8981030 20 20 2007 2007 n 0 0 nest NA -0.00347944
8L49946 2007 20 n 0 NA 2007 0 f F0028 8981030 20 20 2007 2007 n 0 0 nest NA -0.00534668
8L49947 2007 28 n 0 6 2007 0.0144021302091474 m 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0357131
8L49948 2007 28 n 0 6 2007 0.0203690489943573 m 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0343509
8L49949 2007 28 n 0 6 2007 0.0163724151053665 m 8L52967 8981850 28 28 2007 2007 n 0 0 nest 6 0.0218597
8L49950 2007 28 n 0 6 2007 0.0267221871113739 f 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0369279
8L49951 2007 27 n 0 NA 2007 0.0237062784992491 f F0040 8L52401 27 27 2007 2007 n 0 0 nest NA 0.0465702
8L49952 2007 27 n 0 NA 2007 0.00835836397038004 f F0040 8L52401 27 27 2007 2007 n 0 0 nest NA 0.0330995
8L49953 2007 27 n 0 4 2007 0.00843611751034637 m NA NA 27 27 2007 2007 n 0 0 nest 4 0.0471635
8L49954 2007 27 n 0 NA 2007 0.00980280161917641 f 8981026 8981005 27 27 2007 2007 n 0 0 nest NA 0.0306176
8L49955 2007 27 n 0 NA 2007 0 m 8981026 8939391 27 27 2007 2007 n 0 0 nest NA 0.0214223
8L49956 2007 27 n 0 NA 2007 0.00493376508350719 m 8981026 8939391 27 27 2007 2007 n 0 0 nest NA 0.0350624
8L49957 2007 26 n 0 NA 2007 0.0180542247411424 m 8981018 8939519 26 26 2007 2010 n 0 3 nest NA -0.010393
8L49958 2007 26 n 0 NA 2007 0.0264508142318992 f 8981018 8939519 26 26 2007 2010 n 0 3 nest NA -0.00359429
8L49959 2007 26 n 0 NA 2007 0.0145178827478883 m 8981018 8939519 26 26 2007 2008 n 0 1 nest NA -0.0142484
8L49960 2007 26 n 0 NA 2007 0.00305251450304558 m 8981018 8939519 26 26 2007 2010 n 0 3 nest NA -0.00223078
8L49961 2007 26 n 0 NA 2007 0 f 8L48480 8939037 26 26 2007 2007 n 0 0 nest NA 0.00522222
8L49962 2007 26 n 0 NA 2007 0.011046371237193 f 8L48480 8939037 26 26 2007 2007 n 0 0 nest NA -0.00417711
8L49963 2007 26 n 0 NA 2007 0.015084413275072 m 8L48480 8939037 26 26 2007 2013 n 0 6 nest NA 0.00942593
8L49964 2007 26 n 0 NA 2007 0.0122210669620508 m 8L48480 8939037 26 26 2007 2007 n 0 0 nest NA 0.0138784
8L49965 2007 38 n 0 7 2007 0.104467572300032 m 8L48457 8887264 38 38 2007 2007 n 0 0 nest 7 0.074607
8L49966 2007 38 n 0 7 2007 0.144485671376051 m 8L48457 8887264 38 38 2007 2007 n 0 0 nest 7 0.0922543
8L49967 2007 38 n 0 7 2007 0.123389714560129 f 8L48457 8887264 38 38 2007 2007 n 0 0 nest 7 0.100095
8L49928 2007 22 n 0 NA 2007 0.0228256757705699 m 8L49930 8747878 22 22 2007 2007 n 0 0 nest 4 0.0202581
8L49929 2007 22 n 0 NA 2007 0.0326515033106132 f 8L49930 8887462 22 22 2007 2007 n 0 0 nest 4 0.0704559
8L49932 2007 22 n 0 NA 2007 0.0370724121605857 f 8L49930 8747878 22 22 2007 2007 n 0 0 nest 4 0.0565024
8L49933 2007 22 n 0 NA 2007 0.0569744868719405 f 8L49930 8887462 22 22 2007 2007 n 0 0 nest 4 0.0777386
8L49968 2007 26 n 0 NA 2007 0.0556038046568311 m F0070 8L30878 26 26 2007 2007 n 0 0 nest NA 0.0745956
8L49969 2007 26 n 0 NA 2007 0.0747241533188813 f F0070 8L30878 26 26 2007 2009 n 0 2 nest NA 0.0934321
8L49970 2007 26 n 0 NA 2007 0.0304153953141741 m F0070 8L30878 26 26 2007 2007 n 0 0 nest NA 0.055678
8L49971 2007 26 n 0 NA 2007 0.0962237716299815 m F0070 8L30878 26 26 2007 2007 n 0 0 nest NA 0.123366
8L49972 2007 26 n 0 NA 2007 0.0816685128177249 m F0070 8L30878 26 26 2007 2007 n 0 0 nest NA 0.0986227
8L49973 2007 27 n 0 NA 2007 0.00975203812811609 m 8L52310 8L48440 27 27 2007 2007 n 0 0 nest NA 0.0326765
8L49974 2007 27 n 0 NA 2007 0.00674321964214117 f 8L52310 8L48440 27 27 2007 2010 n 0 3 nest NA 0.0185461
8L49975 2007 27 n 0 NA 2007 0.0186818028401278 m 8L52310 8939764 27 27 2007 2007 n 0 0 nest NA 0.0385955
8L57804 2007 35 n 0 14 2007 0.0698229054113746 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.150045
8L57806 2007 35 n 0 14 2007 0.0585392981001633 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.125079
8L57816 2007 35 n 0 12 2007 0.00587085097370311 m NA 8981521 35 35 2007 2007 n 0 0 nest 12 0.0306039
8L57817 2007 35 n 0 11 2007 0.00885578275672259 f F0155 M0148 35 35 2007 2007 n 0 0 nest 11 0.0136247
8L57818 2007 35 n 0 11 2007 0.0407980129525052 m F0155 M0148 35 35 2007 2007 n 0 0 nest 11 0.0553231
8L57819 2007 35 n 0 11 2007 0.00323584976181253 f F0155 M0148 35 35 2007 2007 n 0 0 nest 11 0.0267274
8L57820 2007 35 n 0 11 2007 0.00287203341646676 m 8747958 8L52229 35 35 2007 2007 n 0 0 nest 11 0.0208869
8L57821 2007 35 n 0 11 2007 0 m 8747958 8L52229 35 35 2007 2008 n 0 1 nest 11 0.0308293
8L57822 2007 35 n 0 7 2007 0.0845217789194466 m 8L30983 M0142 35 35 2007 2007 n 0 0 nest 7 0.126399
8L57823 2007 35 n 0 7 2007 0.0873593017698133 m 8L30983 M0142 35 35 2007 2007 n 0 0 nest 7 0.123905
8L57824 2007 35 n 0 7 2007 0.023627335720871 f 8L30983 M0142 35 35 2007 2007 n 0 0 nest 7 0.0550767
8L57825 2007 35 n 0 12 2007 0.0287381161104429 f F0273 M0252 35 35 2007 2007 n 0 0 nest 12 0.0816522
8L57826 2007 35 n 0 12 2007 0.0255483521686046 m F0273 M0252 35 35 2007 2014 n 0 7 nest 12 0.0616367
8L57827 2007 35 n 0 12 2007 0.016118710910866 m F0273 M0252 35 35 2007 2007 n 0 0 nest 12 0.0601148
8L57828 2007 35 n 0 12 2007 0.0260947222731896 f F0273 M0252 35 35 2007 2007 n 0 0 nest 12 0.0563595
8L57829 2007 35 n 0 14 2007 0.0588347955302757 m 8934238 8934240 35 35 2007 2007 n 0 0 nest 4 0.115816
8L57830 2007 35 n 0 14 2007 0.136003569980451 f 8934238 8934240 35 35 2007 2007 n 0 0 nest 14 0.185531
8L57832 2007 35 n 0 12 2007 0.0606166144534373 m 8904680 M0069 35 35 2007 2007 n 0 0 nest 12 0.116732
8L57833 2007 35 n 0 12 2007 0.0525592410620239 m 8904680 M0069 35 35 2007 2007 n 0 0 nest 12 0.0858722
8L57835 2007 35 n 0 12 2007 0.0330633195834721 f 8904680 M0069 35 35 2007 2007 n 0 0 nest 12 0.0650486
8887451 2007 27 a 5 NA 2002 0.00939007925990862 f 8732687 8747728 27 27 2002 2008 j 0 6 capt NA -0.0252236
8939180 2007 27 a 3 NA 2004 0.0101425387182049 f 8939603 8887345 27 27 2004 2007 j 0 3 capt NA 0.0167552
8943735 2007 27 a 4 NA 2003 0.0195602536135859 f 8800521 8800357 28 27 2003 2008 pj 0 5 capt NA 0.0537774
8981268 2007 27 a 2 NA 2005 0.00507801403980891 m 8857205 8887344 27 27 2005 2008 j 0 3 capt NA 0.0318643
8981278 2007 27 a 3 NA 2004 0.00475766718993157 f 8934062 8934069 27 27 2005 2010 a 1 6 capt NA 0.0180065
8L30300 2007 27 a 2 NA 2005 0.00422076568831987 m NA 8943485 27 27 2005 2008 n 0 3 capt 10 -0.0425916
8L48365 2007 27 a 1 NA 2006 0.012254365637579 f 8981284 M0133 27 27 2006 2007 n 0 1 capt 10 0.0140574
8L49947 2007 28 n 0 NA 2007 0.0144021302091474 m 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0357131
8L49948 2007 28 n 0 NA 2007 0.0203690489943573 m 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0343509
8L49949 2007 28 n 0 NA 2007 0.0163724151053665 m 8L52967 8981850 28 28 2007 2007 n 0 0 nest 6 0.0218597
8L49950 2007 28 n 0 NA 2007 0.0267221871113739 f 8L52967 8L52407 28 28 2007 2007 n 0 0 nest 6 0.0369279
8L49953 2007 27 n 0 NA 2007 0.00843611751034637 m NA NA 27 27 2007 2007 n 0 0 nest 4 0.0471635
8L49976 2007 27 n 0 7 2007 0.00633999986408704 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0284511
8L49977 2007 27 n 0 7 2007 0 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0180942
8L49978 2007 27 n 0 7 2007 0 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0231043
8L49979 2007 27 n 0 7 2007 0 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0272246
8L49980 2007 27 n 0 5 2007 0.0332232438346483 m 8L48448 8939534 27 27 2007 2007 n 0 0 nest 5 0.0553136
8L49981 2007 27 n 0 5 2007 0 m 8L48448 8939085 27 27 2007 2007 n 0 0 nest 5 0.0405279
8L49982 2007 27 n 0 5 2007 0 f 8L48448 8939085 27 27 2007 2007 n 0 0 nest 5 0.041
8L49983 2007 27 n 0 NA 2007 0.0145367973016747 m 8L48365 8L30300 27 27 2007 2007 n 0 0 nest NA -0.0242844
8L52535 2007 27 a 2 NA 2005 0.00343070364405302 m 8L52533 8943897 27 27 2006 2009 a 1 4 capt NA 0.0303495
8L52978 2007 27 a 1 NA 2006 0.00534108490256173 f 8939578 8939359 27 27 2006 2007 n 0 1 capt 7 0.0576327
8L57836 2007 23 n 0 13 2007 0.00796016164581535 m 8L52624 8939425 23 23 2007 2007 n 0 0 nest 13 -0.0100859
8L57837 2007 23 n 0 13 2007 0.00776456024228751 m 8L52624 8939425 23 23 2007 2007 n 0 0 nest 13 -0.0146342
8L57838 2007 23 n 0 13 2007 0.016733264017723 f 8L52624 8939425 23 23 2007 2007 n 0 0 nest 13 0.00469244
8L57839 2007 23 n 0 13 2007 0.00638314090323224 f 8L52624 8939425 23 23 2007 2007 n 0 0 nest 13 -0.00738104
8L57840 2007 23 n 0 13 2007 0.00376104009658881 m 8L52624 8939425 23 23 2007 2007 n 0 0 nest 13 -0.0149271
8L57841 2007 23 n 0 6 2007 0.0336385711923418 m F0083 8L30499 23 23 2007 2007 n 0 0 nest 6 0.0204216
8L57843 2007 23 n 0 6 2007 0.00569118536489232 m F0083 8L30499 23 23 2007 2007 n 0 0 nest 6 -0.0152349
8L57844 2007 23 n 0 6 2007 0.00291147082741546 f F0083 M0094 23 23 2007 2007 n 0 0 nest 6 -0.00128133
8L57845 2007 24 n 0 8 2007 0.00304698737595111 f F0326 M0026 24 24 2007 2007 n 0 0 nest 8 0.0220637
8L57846 2007 24 n 0 8 2007 0.00400873014255004 f F0326 M0026 24 23 2007 2007 n 0 0 nest 8 0.0250865
8L57847 2007 24 n 0 8 2007 0 m F0326 M0026 24 23 2007 2007 n 0 0 nest 8 0.0232832
8L57848 2007 24 n 0 10 2007 0.0221150775043662 m F0263 8939056 24 24 2007 2007 n 0 0 nest 10 0.0436507
8L57849 2007 24 n 0 10 2007 0.00341757671720364 m F0263 8939056 24 24 2007 2007 n 0 0 nest 10 0.0125994
8L57850 2007 24 n 0 10 2007 0.0100462330590157 f F0263 8939056 24 24 2007 2007 n 0 0 nest 10 0.0298209
8L57851 2007 24 n 0 10 2007 0.0161156528692359 f F0263 8939056 24 24 2007 2007 n 0 0 nest 10 0.0381963
8L57853 2007 24 n 0 6 2007 0.0303769999025957 f F0367 8L30819 24 24 2007 2007 n 0 0 nest 6 0.0245519
8L57854 2007 24 n 0 6 2007 0.0195260488516487 f F0367 8L30819 24 24 2007 2007 n 0 0 nest 6 0.00388803
8L57855 2007 24 n 0 14 2007 0 m 8L57789 8L52239 24 24 2007 2007 n 0 0 nest 14 0.0186961
8L57856 2007 24 n 0 14 2007 0.00856951608190115 f 8L57789 8L52239 24 23 2007 2007 n 0 0 nest 14 0.0181385
8934600 2007 26 a 4 NA 2003 0.197138352598996 m 8887474 8887373 26 26 2003 2009 n 0 6 capt 10 0.245015
8L49984 2007 26 n 0 5 2007 0 f 8L52424 8L30446 26 26 2007 2007 n 0 0 nest 5 0.0264531
8L49985 2007 26 n 0 NA 2007 0 m 8L52934 8L30445 26 26 2007 2007 n 0 0 nest NA 0.00020719
8L49986 2007 26 n 0 NA 2007 0.015417513291155 m 8L52934 8L30445 26 26 2007 2007 n 0 0 nest NA 0.0243689
8L49987 2007 20 n 0 NA 2007 0 m F0051 8943458 20 20 2007 2007 n 0 0 nest NA 0.0131392
8L49988 2007 20 n 0 NA 2007 0.0030358764913616 f F0051 8943458 20 20 2007 2007 n 0 0 nest NA 0.0204414
8L49989 2007 20 n 0 NA 2007 0.00966354746420393 m F0051 8943458 20 20 2007 2007 n 0 0 nest NA 0.0157796
8L49990 2007 20 n 0 NA 2007 0.0036699670864112 f F0051 8943458 20 20 2007 2007 n 0 0 nest NA 0.0206237
8L52688 2007 35 a 1 NA 2006 0.0181369051259573 f F0533 8L52229 35 35 2006 2007 n 0 1 capt 6 0.032611
8L57857 2007 35 a 1 NA 2006 0.00866854000031713 f F0041 8857609 35 35 2007 2008 a 1 2 capt NA 0.036933
8L57858 2007 35 a 1 NA 2006 0.01496956682274 m F0041 8857609 35 35 2007 2007 a 1 1 capt NA 0.0462755
8L19801 2007 28 n 0 NA 2007 0.0157558233040894 f F0050 8L52411 28 28 2007 2007 n 0 0 nest NA 0.0397389
8L19802 2007 28 n 0 NA 2007 0 f F0050 8L52411 28 28 2007 2007 n 0 0 nest NA 0.0258842
8L30807 2007 23 a 1 NA 2006 0.00438780271780618 m F0100 8934473 24 23 2006 2007 n 0 1 capt 10 0.00958273
8L49991 2007 28 a 1 NA 2006 0.00378330717008828 f NA M0097 28 28 2007 2010 a 1 4 capt NA 0.0193458
8L49992 2007 28 n 0 NA 2007 0.0075967530393536 m 8L30451 8L52407 28 28 2007 2007 n 0 0 nest NA 0.0349659
8L49993 2007 28 n 0 NA 2007 0.0128377720241291 f 8L30451 8L52407 28 28 2007 2007 n 0 0 nest NA 0.0166706
8L49994 2007 28 n 0 NA 2007 0.00690017646032814 f 8L30451 8L52407 28 28 2007 2007 n 0 0 nest NA 0.0330613
8L49995 2007 28 n 0 NA 2007 0.012774345975504 f 8L30451 8L52407 28 28 2007 2007 n 0 0 nest NA 0.0227429
8L49996 2007 28 n 0 NA 2007 0.0042248883814805 m 8981803 8L48608 28 28 2007 2007 n 0 0 nest NA 0.0333196
8L49997 2007 28 n 0 7 2007 0.00571194606973694 m 8L30340 8934333 28 28 2007 2007 n 0 0 nest 7 0.0359193
8L49998 2007 28 n 0 7 2007 0.0242945551002471 m 8L30340 M0473 28 28 2007 2007 n 0 0 nest 7 0.0466617
8L49999 2007 28 n 0 7 2007 0 m 8L30340 8934333 28 28 2007 2007 n 0 0 nest 7 0.0219215
8L50000 2007 28 n 0 NA 2007 0 m F0050 8L52411 28 28 2007 2007 n 0 0 nest NA 0.0330622
8L52407 2007 28 a 2 NA 2005 0.144639706065569 m 8747534 8887345 28 28 2006 2007 a 1 2 obs NA 0.142735
8L52909 2007 23 a 1 NA 2006 0 m 8934879 8800556 22 23 2006 2007 j 0 1 capt NA 0.00494413
8L57712 2007 23 j 0 NA 2007 0.00641751555637103 f 8904654 M0012 23 23 2007 2007 n 0 0 capt 5 0.0313829
8L57734 2007 23 j 0 NA 2007 0 m F0075 8L30807 23 23 2007 2007 n 0 0 capt 11 -0.0106491
8L57736 2007 23 j 0 NA 2007 0.00383626792069026 m F0075 8L30807 23 23 2007 2007 n 0 0 capt 11 -0.0224825
8L57737 2007 23 j 0 NA 2007 0 f F0075 8L30807 23 23 2007 2007 n 0 0 capt 11 -0.0214129
8L57745 2007 23 j 0 NA 2007 0.0380063607265907 f 8L48598 M0238 23 23 2007 2007 n 0 0 capt 11 0.0439428
8L57764 2007 23 j 0 NA 2007 0.040306008032456 f F0136 M0134 23 23 2007 2007 n 0 0 capt 5 0.0119738
8L57765 2007 23 j 0 NA 2007 0.0481156800518281 f F0136 M0134 23 23 2007 2007 n 0 0 capt 5 0.0126234
8L57790 2007 23 j 0 NA 2007 0.0246634455294829 f F0136 M0134 23 23 2007 2007 n 0 0 capt 5 0.00281903
8L57859 2007 23 a 1 NA 2006 0.011525872164799 f F0309 M0476 23 23 2007 2007 a 1 1 capt NA 0.0105764
8L57868 2007 23 j 0 NA 2007 0.0107657109720268 m F0221 M0475 23 23 2007 2007 j 0 0 capt NA -0.0100609
8L19803 2007 27 n 0 NA 2007 0.0163315279561635 f 8L52428 8L52426 27 27 2007 2007 n 0 0 nest NA 0.0240366
8L19804 2007 27 n 0 NA 2007 0.0081402802978306 f 8L52428 8L52426 27 27 2007 2007 n 0 0 nest NA 0.0347676
8L19805 2007 27 n 0 NA 2007 0.0174582464056685 m 8L52428 8L52426 27 27 2007 2007 n 0 0 nest NA 0.0149345
8L19806 2007 27 n 0 NA 2007 0.00904647996756211 m 8L57876 8L57882 27 27 2007 2007 n 0 0 nest NA 0.016608
8L19807 2007 27 n 0 NA 2007 0.00326783461204778 m 8L57876 8L57882 27 27 2007 2007 n 0 0 nest NA -0.00551449
8L19808 2007 27 n 0 NA 2007 0.00645040649301521 m 8L57876 8L57882 27 27 2007 2007 n 0 0 nest NA 0.00559386
8L19809 2007 27 n 0 10 2007 0.00330107665717541 m 8939086 8L52243 27 27 2007 2007 n 0 0 nest 10 0.000827922
8L19810 2007 27 n 0 10 2007 0.0123925438149409 f 8939086 8L52243 27 27 2007 2007 n 0 0 nest 10 0.00507216
8L19811 2007 27 n 0 10 2007 0.0399630543266759 m 8939086 8L52243 27 27 2007 2007 n 0 0 nest 10 0.0520425
8L19812 2007 27 n 0 10 2007 0 m 8939086 8L52243 27 27 2007 2007 n 0 0 nest 10 -0.00211487
8L19813 2007 27 a 1 NA 2006 0.00425746218788155 m 8981264 8939768 27 27 2007 2009 a 1 3 capt NA 0.0117612
8L30368 2007 34 a 2 NA 2005 0.00680501473523023 m 8904680 NA 35 34 2005 2008 n 0 3 obs NA 0.0618784
8L48438 2007 27 a 1 NA 2006 0.0116750366398692 f 8981264 8939768 27 27 2006 2007 j 0 1 capt NA 0.0188684
8L49976 2007 27 n 0 NA 2007 0.00633999986408704 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0284511
8L49977 2007 27 n 0 NA 2007 0 m 8939180 8943892 27 27 2007 2007 n 0 0 nest 7 0.0180942
8L57822 2007 35 n 0 14 2007 0.0845217789194466 m 8L30983 M0142 35 35 2007 2007 n 0 0 nest 7 0.126399
8L57824 2007 35 n 0 14 2007 0.023627335720871 f 8L30983 M0142 35 35 2007 2007 n 0 0 nest 7 0.0550767
8L57869 2007 35 n 0 NA 2007 0.0266110782654788 f 8L52688 M0285 35 35 2007 2007 n 0 0 nest NA 0.0502464
8L57870 2007 35 n 0 NA 2007 0.0206302284017315 m 8L52688 M0285 35 35 2007 2007 n 0 0 nest NA 0.038688
8L57871 2007 34 n 0 14 2007 0.0233345565499854 m F0282 8934402 34 34 2007 2007 n 0 0 nest 14 0.0517108
8L57872 2007 34 n 0 14 2007 0.0353346516890583 m F0282 8934402 34 34 2007 2009 n 0 2 nest 14 0.0598255
8L57873 2007 34 n 0 14 2007 0.0371010671432681 m F0282 8934402 34 34 2007 2007 n 0 0 nest 14 0.058996
8L57874 2007 34 n 0 14 2007 0.00621587735214369 m F0282 8934402 34 34 2007 2008 n 0 1 nest 14 0.0322158
8939095 2007 38 a 3 NA 2004 0.0983655333790907 f 8887406 8857278 38 38 2004 2007 j 0 3 obs NA 0.0731548
8L49906 2007 38 j 0 NA 2007 0.0287057235213236 f 8800935 8981038 38 38 2007 2007 n 0 0 obs 8 -0.0239367
8L49965 2007 38 n 0 NA 2007 0.104467572300032 m 8L48457 8887264 38 38 2007 2007 n 0 0 nest 7 0.074607
8L49967 2007 38 n 0 NA 2007 0.123389714560129 f 8L48457 8887264 38 38 2007 2007 n 0 0 nest 7 0.100095
8L49997 2007 28 n 0 NA 2007 0.00571194606973694 m 8L30340 8934333 28 28 2007 2007 n 0 0 nest 7 0.0359193
8L49998 2007 28 n 0 NA 2007 0.0242945551002471 m 8L30340 M0473 28 28 2007 2007 n 0 0 nest 7 0.0466617
8L49999 2007 28 n 0 NA 2007 0 m 8L30340 8934333 28 28 2007 2007 n 0 0 nest 7 0.0219215
8L57875 2007 28 n 0 14 2007 0.00333760326553542 m NA 8L19900 28 28 2007 2007 n 0 0 nest 14 0.0162105
8934304 2007 27 a 4 NA 2003 0.00598482531786644 f 8887277 8887278 27 27 2003 2008 n 0 5 obs 12 0.0357495
8L19814 2007 27 n 0 12 2007 0.00701481904321806 f 8L48315 8309262 27 27 2007 2007 n 0 0 nest 12 0.0149778
8L19815 2007 27 n 0 12 2007 0.0154696132596685 f 8L48315 8939733 27 27 2007 2007 n 0 0 nest 12 0.020148
8L19816 2007 27 n 0 12 2007 0.00444844255072385 m 8L48315 8309262 27 27 2007 2007 n 0 0 nest 12 0.0345397
8L19817 2007 27 n 0 NA 2007 0.00442298152263291 m F0217 8939538 27 27 2007 2007 n 0 0 nest NA 0.0275872
8L19818 2007 27 n 0 NA 2007 0.0632886632733731 m F0217 8939538 27 27 2007 2007 n 0 0 nest NA 0.0672156
